Name,Symbol,latitude,longitude,Type,Route,Show,NA
COG,COG,-41.070372,175.1985,Roadend,SC,T
Dobson-Marchant,DobsonMarchant,-41.049649,175.249399,Junction,SC
Smith Creek Shelter,SmithCreek,-41.054332,175.278111,Hut,NA
Marchant,Marchant,-41.0257,175.266695,Summit,SC
Tauwharenikau Bridge,TnkBridge,-41.044422,175.285406,Junction,NA,F
Puffer Saddle,Puffer,-41.073845,175.242405,Saddle,NA,F
Tauwharenikau - Block XVI junction,TnkXVI,-41.019529,175.310125,Junction,NA,F
Tauwharenikau - Block XVI crossing,TnkXVILeft,-41.019594,175.311155,Waypoint,NA,F
Marchant - Block XVI junction,MarchantXVI,-41.005466,175.292401,Junction,SC
Omega,Omega,-40.99098,175.304933,Summit,SC,F
Tutuwai Left on Tauwharenikau,TtwLeft,-41.006763,175.326519,Waypoint,NA,F
Tutuwai River Crossing,TtwRiver,-41.007249,175.328021,Waypoint,NA,F
Tutuwai Hut,Tutuwai,-41.010302,175.325317,Hut,NA
Reeves,Reeves,-41.016847,175.351238,Summit,NA,F
745,745,-41.01432,175.372095,Summit,NA,F
WG,Waiohine,-40.995783,175.38763,Roadend,NA,T
Cone Junction,ConeJctn,-40.986837,175.355959,Junction,NA,F
Cone Hut Junction,ConeHutJctn,-40.986577,175.347719,Junction,SKV:CSK,F
Cone Hut,ConeHut,-40.987291,175.345144,Hut,NA
Bull Mound Right,BullMoundRight,-40.98956,175.344028,Junction,NA,F
Bull Mound Left,BullMoundLeft,-40.989884,175.343685,Waypoint,NA,F
Bull Mound,BullMound,-40.981261,175.317249,Summit,NA,F
Hells Gate Junction,HellsGateJunctn,-40.987031,175.304804,Junction,SC
Dobson-Puffer Junction,DobsonPuffer,-41.070599,175.238543,Junction,SC
Hells gate,HellsGate,-40.985586,175.301285,Saddle,SC
Alpha Hut,AlphaHut,-40.985781,175.281973,Hut,SC,F
Alpha Summit,Alpha,-40.985586,175.271158,Summit,SC,F
Aston,Aston,-40.970803,175.260944,Summit,SC,F
Atkinson,Atkinson,-40.961594,175.276566,Summit,SC
The Beehives,Beehives,-40.956924,175.281115,Summit,SC
Hector,Hector,-40.951799,175.281715,Summit,SC,T
Winchcombe,Winchcombe,-40.947583,175.306091,Summit,NA,F
Winchcome Biv,WinchcombeBiv,-40.949594,175.310383,Hut,NA
Neill,Neill,-40.947907,175.330467,Summit,NA,F
Neill Junction,NeillJctn,-40.947583,175.334673,Junction,NA,F
